DONATION_ID,DISBURSEMENT_ID,DISBURSEMENT_BATCH_ID,FOUNDATION_ID,FOUNDATION_NAME,PARTNER_ID,PARTNER_NAME,SUBSIDIARY_ID,SUBSIDIARY_NAME,ORGANISATION_ID,ORGANISATION_NAME,ORGANISATION_COUNTRY,FUNDRAISER_ID,MATCHED_FROM_DONATION_ID,PROVIDER,PAYMENT_INTENT_EXTERNAL_ID,SUBSCRIPTION_ID,EXTERNAL_PAYMENT_URL,CREATED_AT,CANCELLED_AT,SETTLED_AT,PAYMENT_INITIATED_AT,PAID_AT,DONATION_TYPE,DONATION_STATUS,COMPLIANCE_STATUS,PAYMENT_METHOD,REASSIGNED_REASON,DONATION_REQUEST_SENT_AT,DONATION_REQUEST_REFERENCE,ACCOUNT_ID,DONATION_CURRENCY,DONATION_AMOUNT,DONATION_AMOUNT_USD,SETTLED_CURRENCY,SETTLED_AMOUNT,SETTLED_AMOUNT_USD,DONATION_REQUEST_CURRENCY,DONATION_REQUEST_AMOUNT,DONATION_FEE_CURRENCY,DONATION_FEE_AMOUNT,DONATION_FEE_AMOUNT_USD,ACTUAL_ORGANISATION_CURRENCY,ATTRIBUTED_ORGANISATION_AMOUNT,ATTRIBUTED_ORGANISATION_AMOUNT_USD,SUBSIDIARY_FEE_CURRENCY,SUBSIDIARY_FEE_AMOUNT
donation_000000D7Imkq7mCtbYoeevktib50u,disbursement_000000D811Hr4zZ776XUtWb28LZEu,disbursementbatch_000000D811HkDXQI9vNLPQljONGee,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgxH3Kk7NNK3zRevqX4Vb,Organisation_Name_129,United Kingdom,,,stripe,pi_3RfhyuJnsAXlefwu0O1GWSn5,,,2025-06-30 13:43:26.844 Z,,2025-07-03 00:07:26.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiPAO3UXvOYh1CwsS0RoK,EUR,200,274.1641035,GBP,194,265.0128103,,,GBP,6,8.196272484,GBP,194,257.6155508,GBP,6
donation_000000D5jPIDGYpFmO0UiGYyTzkMN,disbursement_000000D6Aak4HCjmNdczqw3T6xAov,disbursementbatch_000000D6Aak4HCjmNdczqw3T6xAoK,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgpdZ0vPVx1VUxZ4gQO9d,Organisation_Name_65,United Kingdom,fundraiser_000000D3vKPnp9H1sxWyOTNTu7Nyq,,stripe,pi_3RRWA6JnsAXlefwu19cdiPnM,,,2025-05-22 10:17:55.880 Z,,2025-05-28 00:02:12.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000D04XJDa68u2SzvoyPKsk2pK,EUR,50,67.06456979,GBP,48.35,65.52110979,,,GBP,1.65,2.235984098,GBP,48.35,65.4714252,GBP,1.65
donation_000000D7DWaUvYOmeS8rf3lSUTHCX,disbursement_000000D7z2AaVHdUdLd6TmCr0pM5m,disbursementbatch_000000D7z2AMmNLqizInVaYFWsktG,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgmCpwVvvMwlS2uhhH5yR,Organisation_Name_33,United Kingdom,,,stripe,pi_3RewRsJnsAXlefwu1Q3KoVzR,subscription_000000CxSuEjtvvvG40xAYRjKXgvo,,2025-06-28 10:57:38.519 Z,,2025-07-03 00:07:26.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,48.08550082,GBP,33.79,46.15867454,,,GBP,1.21,1.652914951,GBP,33,44.02288664,GBP,1.21
donation_000000D5jBgpbTsB360veR5kL0JtM,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RRUBCJnsAXlefwu0YGOf8XG,,,2025-05-22 08:09:28.135 Z,,2025-05-28 00:02:12.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDioxFTGxW2JQCF0plrYTc,EUR,20,26.82582792,GBP,19.22,26.04582689,,,GBP,0.78,1.057010665,GBP,19.22,25.74681539,GBP,0.78
donation_000000D0q2Ahi8Bk6g26Ng6Y0xGt9,disbursement_000000D37llI0gydBebT7qxwN0EwC,disbursementbatch_000000D37llB9EpoETRJdl8dd1wKu,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgq50pUhKfg7RKsHeJaTc,Organisation_Name_99,United Kingdom,,,stripe,pi_3QjJAdJnsAXlefwu0Mh2RXNt,,,2025-01-20 11:30:35.748 Z,,2025-01-23 00:09:47.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000D04XJDZwmrzQZGkhAj227lu,EUR,10,12.16589212,GBP,9.51,11.75234663,,,GBP,0.49,0.6055362617,GBP,9.51,12.52947776,GBP,0.49
donation_000000D00KvlWfFmtjEChwfDqcbun,disbursement_000000D0q0BczOeannNJ4NxhXAUfP,disbursementbatch_000000D0q0BW7wVlqcD9aI8OnCC4e,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgnCb1nKVzQ8otMQN1nO4,Organisation_Name_80,United Kingdom,,,stripe,pi_3Qbm52JnsAXlefwu0Fn5AD7u,subscription_000000CxYTpphrvUsb0GehkC5v0fA,,2024-12-30 16:44:40.832 Z,,2025-01-03 00:05:35.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,44.09670255,GBP,33.79,42.07498074,,,GBP,1.21,1.506680281,GBP,33.79,41.90175623,GBP,1.21
donation_000000D6c6afBTqPZLJa4ChYoGi0q,disbursement_000000D7KuCXYLXrWt6KyihEA0geX,disbursementbatch_000000D7KuCXYLXrWt6KyihEA0ge8,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgxUmF1lHjeMxdJXKTg6L,Organisation_Name_5,United Kingdom,fundraiser_000000D6IHAg496hFPrJMyNIYW2UQ,,stripe,pi_3RZUMfJnsAXlefwu1vDrAXPQ,,,2025-06-13 09:58:20.950 Z,,2025-06-18 00:10:03.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDj9Xbtjp3WlsTiv3glJFZ,EUR,20,27.18461996,GBP,19.22,26.0645481,,,GBP,0.78,1.057770422,GBP,19.22,25.91169082,GBP,0.78
donation_000000D6c6GIX78E5Z5A9YGwmqyay,disbursement_000000D7KuCXYLXrWt6KyihEA0geV,disbursementbatch_000000D7KuCXYLXrWt6KyihEA0ge8,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgoQ51MN0yDp9vSkWj5dm,Organisation_Name_35,United Kingdom,fundraiser_000000D6c0JOyEVna5fN8pq1zDhhY,,stripe,pi_3RZUJhJnsAXlefwu0kiWTdHv,,,2025-06-13 09:55:34.959 Z,,2025-06-18 00:10:03.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDj9Xbtjp3WlsTiv3glJFZ,EUR,20,27.18461996,GBP,19.22,26.0645481,,,GBP,0.78,1.057770422,GBP,19.22,25.91169082,GBP,0.78
donation_000000D5bcHkP2wvbIGvRTLdhdGh2,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RQNm6JnsAXlefwu0s7GrTva,,,2025-05-19 07:08:30.472 Z,,2025-05-22 00:20:19.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000D1M8odGJACL9oxt0e0tCKdm,EUR,25,33.20714239,GBP,24.08,32.29829681,,,GBP,0.92,1.233988084,GBP,24.08,32.25719639,GBP,0.92
donation_000000CzulFgv8yQB20vmAPrEAWHt,disbursement_000000D0q0BczOeannNJ4NxhXAUfN,disbursementbatch_000000D0q0BW7wVlqcD9aI8OnCC4e,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgmCpwVvvMwlS2uhhH5yR,Organisation_Name_33,United Kingdom,,,stripe,pi_3QaxhoJnsAXlefwu14Yv4JIp,subscription_000000CxSuEjtvvvG40xAYRjKXgvo,,2024-12-28 10:57:20.991 Z,,2025-01-03 00:05:35.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,43.94775819,GBP,33.79,42.07498074,,,GBP,1.21,1.506680281,GBP,33.5328,41.58282004,GBP,1.21
donation_000000CxamnrWAZeQNCGlzp7NW5o3,disbursement_000000CzH63h6p294Z8YqROHuKDnh,disbursementbatch_000000CzH63h6p294Z8YqROHuKDlg,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgxUmF1lHjeMxdJXKTg5g,Organisation_Name_79,United Kingdom,fundraiser_000000Cwyw4U4BOCoe2Ck35XzJeMq,,stripe,pi_3QFysuJnsAXlefwu1lYvGfYX,,,2024-10-31 13:59:40.838 Z,,2024-11-05 01:02:43.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiatl6MqhfDuBAzIxQ3Da,EUR,50,64.90134143,GBP,48.35,62.75389575,,,GBP,1.65,2.143357905,GBP,48.2913,60.52909496,GBP,1.65
donation_000000D6XnhmYsntS3pCCERDNnaxv,disbursement_000000D6oTZREcmo88SJ8i7nnqsHg,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgxUmF1lHjeMxdJXKTg6L,Organisation_Name_5,United Kingdom,fundraiser_000000D6IHAg496hFPrJMyNIYW2UQ,,stripe,pi_3RYrTLJnsAXlefwu1HMmnhMi,,,2025-06-11 16:26:41.643 Z,,2025-06-16 00:07:49.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiQpIoaWVFgFS71hMRfMY,EUR,200,269.9382911,GBP,194,263.3829407,,,GBP,6,8.145864145,GBP,194,259.8794062,GBP,6
donation_000000D5ye2c3z6qcwbilRpJcdJZs,disbursement_000000D6oTZREcmo88SJ8i7nnqsHa,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgpdZ0vPVx1VUxZ4gQO9d,Organisation_Name_65,United Kingdom,fundraiser_000000D3vKPnp9H1sxWyOTNTu7Nyq,,stripe,pi_3RTjpxJnsAXlefwu1Ci3Npmq,,,2025-05-28 13:18:23.680 Z,,2025-06-02 00:14:46.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CwNfGz1cP2SU58SCJE60xJS,EUR,20,26.96362108,GBP,19.22,25.86357431,,,GBP,0.78,1.054837946,GBP,19.22,25.74681539,GBP,0.78
donation_000000CxYTpphrvUsb0GehkC5v0fF,disbursement_000000CzH63h6p294Z8YqROHuKDnd,disbursementbatch_000000CzH63h6p294Z8YqROHuKDlg,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgnCb1nKVzQ8otMQN1nO4,Organisation_Name_80,United Kingdom,,,stripe,pi_3QFe3BJnsAXlefwu0tbE7VLz,subscription_000000CxYTpphrvUsb0GehkC5v0fA,,2024-10-30 15:45:19.155 Z,,2024-11-04 01:19:01.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,45.40323997,GBP,33.79,43.65237845,,,GBP,1.21,1.57046978,GBP,33.79,42.35290664,GBP,1.21
donation_000000D6L25qQRx707DJccN1rOwGC,disbursement_000000D6oTJpgO56HV1X3wgrI9jb7,disbursementbatch_000000D6oTJiovwHKJrNZqrYYBQzC,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000Cp7PprQKoD5bcQddwCMJf8a,Organisation_Name_141,Poland,fundraiser_000000D5UaXrpNXi2Umwt6ChcKLsu,,stripe,pi_3RX075JnsAXlefwu0ZY46bpf,,,2025-06-06 13:16:12.307 Z,,2025-06-11 00:03:51.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiQpIoaWVFgFS71hMRfMY,GBP,100,135.5288842,GBP,96.9,130.8787144,,,GBP,3.1,4.187038335,PLN,480.8861,132.9880239,GBP,3.1
donation_000000D3WeoQF8HpJjoWXehvUzoNJ,disbursement_000000D4WeL6VVtdrDWBsPYimzYk3,disbursementbatch_000000D4WeKze3kou2M2OJjQ31G8t,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgmCpwVvvMwlS2uhhH5yR,Organisation_Name_33,United Kingdom,,,stripe,pi_3R7acTJnsAXlefwu1EqZ8Caq,subscription_000000CxSuEjtvvvG40xAYRjKXgvo,,2025-03-28 10:58:42.781 Z,,2025-04-02 00:18:32.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,45.25998168,GBP,33.79,43.56795029,,,GBP,1.21,1.560142641,GBP,33.4019,44.50447464,GBP,1.21
donation_000000D1MQQUSzd6VKCyPT2HNFOqy,disbursement_000000D37llI0gydBebT7qxwN0Ew8,disbursementbatch_000000D37llB9EpoETRJdl8dd1wKu,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgmCpwVvvMwlS2uhhH61F,Organisation_Name_74,United Kingdom,,,stripe,pi_3Qo1pKJnsAXlefwu0ibRcE1u,,,2025-02-02 12:00:05.441 Z,,2025-02-06 00:06:20.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDic0OhKDfzxtvJXww4An4,EUR,1000,1239.802381,GBP,970.8,1216.815619,,,GBP,29.2,36.59972813,GBP,970.8,1279.034386,GBP,29.2
donation_000000D1YkISeMxKN0d8a17Y989Ei,disbursement_000000D3gNIvB0vrsswrbdST0GRHh,disbursementbatch_000000D3gNIvB0vrsswrbdST0GRHM,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgtjSoBopc5ASRBG7PTn0,Organisation_Name_89,United Kingdom,fundraiser_000000D1YgNBdkeVdrd21r8xLLiQy,,stripe,pi_3Qpp8wJnsAXlefwu1JrUvt1f,,,2025-02-07 10:50:59.960 Z,,2025-02-12 00:14:07.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CypPpiTfDGMfTCLDYueLnl9,EUR,15,18.63700949,GBP,14.37,17.76793863,,,GBP,0.63,0.7789701694,GBP,14.37,18.94053874,GBP,0.63
donation_000000D5eXsE9w18A852bDacBeacF,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RQoEkJnsAXlefwu0ggohnKI,,,2025-05-20 11:24:06.000 Z,,2025-05-23 00:06:39.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CypPqNdwJofcB7nDClOMCV0,EUR,20,26.76372658,GBP,19.22,25.79138392,,,GBP,0.78,1.046684675,GBP,19.22,25.74681539,GBP,0.78
donation_000000D6L45utw5ZHE37VHAR3Vml9,disbursement_000000D6oTZREcmo88SJ8i7nnqsHg,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgxUmF1lHjeMxdJXKTg6L,Organisation_Name_5,United Kingdom,fundraiser_000000D6IHAg496hFPrJMyNIYW2UQ,,stripe,pi_3RX0PAJnsAXlefwu0eXbP1vK,,,2025-06-06 13:34:37.675 Z,,2025-06-11 00:03:51.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDi02g1BzFWNxps7G8EP4A,EUR,20,27.10577684,GBP,19.22,25.95963768,,,GBP,0.78,1.053512871,GBP,19.22,25.74681539,GBP,0.78
donation_000000D5NYDZb21THqfJoLtTppXgR,disbursement_000000D5bm3O9ZtKiPDCUsgwRu9SR,disbursementbatch_000000D5bm3O9ZtKiPDCUsgwRu9RY,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgpdZ0vPVx1VUxZ4gQO9d,Organisation_Name_65,United Kingdom,fundraiser_000000D3vKPnp9H1sxWyOTNTu7Nyq,,stripe,pi_3ROKguJnsAXlefwu0O5KvBjD,,,2025-05-13 15:24:50.560 Z,,2025-05-16 00:11:25.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CypPpiTfDGMfTCLDYueLnl9,EUR,20,26.4242643,GBP,19.22,25.50559722,,,GBP,0.78,1.035086672,GBP,19.22,26.07869391,GBP,0.78
donation_000000D4rLhOeeNPrORg7hpFRt2JA,disbursement_000000D6Aak4HCjmNdczqw3T6xAor,disbursementbatch_000000D6Aak4HCjmNdczqw3T6xAoK,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgnCb1nKVzQ8otMQN1nO4,Organisation_Name_80,United Kingdom,,,stripe,pi_3RJdkAJnsAXlefwu0mDNgVGc,subscription_000000CxYTpphrvUsb0GehkC5v0fA,,2025-04-30 16:44:28.071 Z,,2025-05-06 00:18:04.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,46.75580623,GBP,33.79,45.00232462,,,GBP,1.21,1.611506741,GBP,33.79,45.75552136,GBP,1.21
donation_000000CynhmY9MJnMo6VxTsElUG6H,disbursement_000000CzH63h6p294Z8YqROHuKDnd,disbursementbatch_000000CzH63h6p294Z8YqROHuKDlg,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgnCb1nKVzQ8otMQN1nO4,Organisation_Name_80,United Kingdom,,,stripe,pi_3QQtmUJnsAXlefwu1d9ifIt0,subscription_000000CxYTpphrvUsb0GehkC5v0fA,,2024-11-30 16:44:34.590 Z,,2024-12-05 01:08:32.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,35,44.58030375,GBP,33.79,42.85622917,,,GBP,1.21,1.534656327,GBP,33.79,42.35290664,GBP,1.21
donation_000000D5ycqtsGSox4l8Cf7dYvrpU,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RTjfDJnsAXlefwu0U2Hxkfl,,,2025-05-28 13:07:26.903 Z,,2025-06-02 00:14:46.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDhg7UMdVwOaxzmxyIJqEe,EUR,20,26.96362108,GBP,19.22,25.86357431,,,GBP,0.78,1.054837946,GBP,19.22,25.74681539,GBP,0.78
donation_000000D5S95zuqXbrLDKGtSSkmQoV,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RP0CnJnsAXlefwu0YPBc9Rs,,,2025-05-15 11:44:33.130 Z,,2025-05-20 00:27:39.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDi02g1BzFWNxps7G8EP4A,EUR,30,39.99412888,GBP,28.93,38.7137305,,,GBP,1.07,1.431859372,GBP,28.93,38.75418155,GBP,1.07
donation_000000D5SBHMKlYLJaWVKTdoPfwBf,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RP0WXJnsAXlefwu08Fl1HmT,,,2025-05-15 12:06:55.597 Z,,2025-05-20 00:27:39.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiQpIoaWVFgFS71hMRfMY,EUR,100,133.3137629,GBP,96.9,129.6702553,,,GBP,3.1,4.14837762,GBP,96.9,129.8057446,GBP,3.1
donation_000000D5SDlrubpTjzTJZ9uGAYKuP,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RP0t3JnsAXlefwu19WH0Nkk,,,2025-05-15 12:29:41.057 Z,,2025-05-20 00:27:39.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CypPpiTkzsifjXc3QF4EUJ7,EUR,20,26.54068389,GBP,19.22,25.71994124,,,GBP,0.78,1.043785337,GBP,19.22,25.74681539,GBP,0.78
donation_000000D6L6AC9105YuqR4DBmRjCYF,disbursement_000000D6oTZREcmo88SJ8i7nnqsHO,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C2rgms0fMreRvgMbsW96tqD,Organisation_Name_2,United Kingdom,fundraiser_000000D5S8zndXVfGo7DkAGAOQHom,,stripe,pi_3RX0hrJnsAXlefwu1XDX0s68,,,2025-06-06 13:56:37.731 Z,,2025-06-11 00:03:51.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDijCQACwx8re1iNsRtQRo,EUR,50,67.7644421,GBP,48.35,65.30429145,,,GBP,1.65,2.22858492,GBP,48.35,64.76891385,GBP,1.65
