DONATION_ID,DISBURSEMENT_ID,DISBURSEMENT_BATCH_ID,FOUNDATION_ID,FOUNDATION_NAME,PARTNER_ID,PARTNER_NAME,SUBSIDIARY_ID,SUBSIDIARY_NAME,ORGANISATION_ID,ORGANISATION_NAME,ORGANISATION_COUNTRY,FUNDRAISER_ID,MATCHED_FROM_DONATION_ID,PROVIDER,PAYMENT_INTENT_EXTERNAL_ID,SUBSCRIPTION_ID,EXTERNAL_PAYMENT_URL,CREATED_AT,CANCELLED_AT,SETTLED_AT,PAYMENT_INITIATED_AT,PAID_AT,DONATION_TYPE,DONATION_STATUS,COMPLIANCE_STATUS,PAYMENT_METHOD,REASSIGNED_REASON,DONATION_REQUEST_SENT_AT,DONATION_REQUEST_REFERENCE,ACCOUNT_ID,DONATION_CURRENCY,DONATION_AMOUNT,DONATION_AMOUNT_USD,SETTLED_CURRENCY,SETTLED_AMOUNT,SETTLED_AMOUNT_USD,DONATION_REQUEST_CURRENCY,DONATION_REQUEST_AMOUNT,DONATION_FEE_CURRENCY,DONATION_FEE_AMOUNT,DONATION_FEE_AMOUNT_USD,ACTUAL_ORGANISATION_CURRENCY,ATTRIBUTED_ORGANISATION_AMOUNT,ATTRIBUTED_ORGANISATION_AMOUNT_USD,SUBSIDIARY_FEE_CURRENCY,SUBSIDIARY_FEE_AMOUNT
donation_000000CyBffhI0VwjEhH86o3zcotf,disbursement_000000CzH63h6p294Z8YqROHuKDnf,disbursementbatch_000000CzH63h6p294Z8YqROHuKDlg,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000C2rgxUmF1lHjeMxdJXKTg5g,Organisation_Name_79,United Kingdom,fundraiser_000000Cwyw4U4BOCoe2Ck35XzJeMq,,stripe,pi_3QLM8tJnsAXlefwu08mjyzrF,,,2024-11-15 09:49:45.872 Z,,2024-11-20 01:16:26.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDikyD89N9YPuirDx4qlQS,EUR,100,105.3407609,EUR,94.8,100.1404793,,,EUR,5.2,5.492937685,GBP,77,96.51298642,EUR,5.2
donation_000000D5NcIoCyUWGDFYooD5n2cJs,disbursement_000000D6oTZREcmo88SJ8i7nnqsIu,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000D5ApzGMHUuA8LALzWKwQF84,Organisation_Name_113,Germany,,,stripe,pi_3ROLHpJnsAXlefwu0ifF4LoB,,,2025-05-13 16:03:15.096 Z,,2025-05-16 00:11:44.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiPwPAHUCq0l7s4NY8NJZ,EUR,20,22.21530839,EUR,18.72,20.93444281,,,EUR,1.28,1.431414893,EUR,18.72,21.48661329,EUR,1.28
donation_000000D3N3ZcHDSleXPqWeqD5HnPD,disbursement_000000D3gNJ22T4gq4715jHlkEjrg,disbursementbatch_000000D3gNIvB0vrsswrbdST0GRHM,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000C705HRRmUx0G6htFamyH2Xz,Organisation_Name_109,Netherlands,fundraiser_000000CyxMWx8Ji90QjxFDDDdXVOp,,stripe,pi_3R6BsXJnsAXlefwu0UjHc9kK,,,2025-03-24 14:22:01.301 Z,,2025-03-27 00:16:34.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDilkFJ97poYz7W14GerW5,EUR,50,54.18173818,EUR,47.25,51.00222504,,,EUR,2.75,2.968383468,EUR,47.0237,53.5071544,EUR,2.75
donation_000000D0Rltz1wDzrfkzBhU7rUsB2,disbursement_000000D2046d9jiyFTGlyJxL7N4hn,disbursementbatch_000000D2046d9jiyFTGlyJxL7N4hk,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000CDyML85ueQGyKRCP3aHUYfR,Organisation_Name_104,Germany,,,stripe,pi_3QflxOJnsAXlefwu1JQJg5Py,subscription_000000CzCY1h4rdWEJ4oTtSLkWEvw,,2025-01-10 17:25:19.213 Z,,2025-01-15 00:11:40.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDhsjm3nkFdZrnfVJC2cTe,EUR,50,51.5123964,EUR,47.25,48.47296563,,,EUR,2.75,2.821177894,EUR,47.25,51.28621619,EUR,2.75
donation_000000CxfBTZF306UgvvAmZWejBfJ,disbursement_000000CyM1md0jT1CpFFcVkdJ0uzf,disbursementbatch_000000CyM1md0jT1CpFFcVkdJ0uzA,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000C6zmp0iNF3IQqmzNhBvpZav,Organisation_Name_44,Italy,,,stripe,pi_3QGccSJnsAXlefwu09ipnV9T,subscription_000000CwPxRCqv9aSF7wmARxrU4bw,,2024-11-02 08:23:44.614 Z,,2024-11-07 01:11:36.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiWuimPj09gf9HXK8w9X7,EUR,50,54.34722578,EUR,47.25,50.60240071,,,EUR,2.75,2.948745059,GBP,39.1487,49.74735902,EUR,2.75
donation_000000D3A1Tseut8TCeENyVRMmNcq,disbursement_000000D3gNJ22T4gq4715jHlkEjsO,disbursementbatch_000000D3gNIvB0vrsswrbdST0GRHM,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000Cpxp1IWTIbaUZ7V9C6fG6bY,Organisation_Name_131,Jordan,,,stripe,pi_3R4I7NJnsAXlefwu0dDTJIWF,,,2025-03-19 08:38:06.701 Z,,2025-03-24 00:18:16.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDidRaYoDJmLgmpM9tJq2O,EUR,100,109.228722,EUR,94.8,102.5341403,,,EUR,5.2,5.624235546,EUR,94.8,107.8706781,EUR,5.2
donation_000000CzCXmkgNl6OHeiMqkfsIaHb,disbursement_000000D37lYL8GzJ2KbgqjNyJtDK4,disbursementbatch_000000D37lYEGoqU59RXMdYfZuuie,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000CDyUUUiSKyb82zTZDnwHEsw,Organisation_Name_38,Germany,,,stripe,pi_3QUWCZJnsAXlefwu00lsBZuW,,,2024-12-10 16:25:22.880 Z,,2024-12-13 00:08:39.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDihQcgEV0FEMoSDjIcKYN,EUR,20,21.06349173,EUR,18.72,19.66468841,,,EUR,1.28,1.344594079,EUR,18.72,20.66817968,EUR,1.28
donation_000000CwQ3VPKSwRP61YM0YBlCXaN,disbursement_000000D0q0BczOeannNJ4NxhXAUfG,disbursementbatch_000000D0q0BW7wVlqcD9aI8OnCC4e,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000CtwkiTXV1ytc9CK3EqFmYy1,Organisation_Name_8,France,,,stripe,pi_3Q5Nl9JnsAXlefwu0lHJiWOo,,,2024-10-02 08:18:36.994 Z,,2024-10-07 01:08:41.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDin4apUPgQaAZFQ97DcN7,EUR,10,11.08536681,EUR,9.21,10.11387617,,,EUR,0.79,0.8671597836,EUR,9.21,9.504839166,EUR,0.79
donation_000000D05hoNKxfMkPQoG3Tc2GN8P,disbursement_000000D2046d9jiyFTGlyJxL7N4hn,disbursementbatch_000000D2046d9jiyFTGlyJxL7N4hk,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000CDyML85ueQGyKRCP3aHUYfR,Organisation_Name_104,Germany,,,stripe,pi_3QcYadJnsAXlefwu1z2oB404,subscription_000000CwOjRmQ605ZoPDAkpTqIUiG,,2025-01-01 20:32:31.640 Z,,2025-01-07 00:15:28.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDhsjm3nkFdZrnfVJC2cTe,EUR,50,51.77001134,EUR,47.25,49.2551727,,,EUR,2.75,2.864344165,EUR,47.25,51.28621619,EUR,2.75
donation_000000D6FyNUkqMsBAGYmsi3HzmdQ,disbursement_000000D6oTZREcmo88SJ8i7nnqsHY,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000C2rgpdZ0vPVx1VUxZ4gQO9d,Organisation_Name_65,United Kingdom,fundraiser_000000D3vKPnp9H1sxWyOTNTu7Nyq,,stripe,pi_3RWGOeJnsAXlefwu1BrHnrrp,,,2025-06-04 12:28:38.701 Z,,2025-06-09 00:15:28.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiN3zNka3872wutQ9NTTm,EUR,50,56.92296344,EUR,47.25,53.86272118,,,EUR,2.75,3.13486737,GBP,40.3017,54.86214956,EUR,2.75
donation_000000Cys93W37dIw4rZy7CAF8cIV,disbursement_000000D2046d9jiyFTGlyJxL7N4in,disbursementbatch_000000D2046d9jiyFTGlyJxL7N4hk,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000CthOqnIccJQchR3698xuuvv,Organisation_Name_114,Poland,fundraiser_000000CyBWLj6QFcbMGiSD6L2BtKa,,stripe,pi_3QRXtfJnsAXlefwu0rXrbAbx,,,2024-12-02 11:36:29.867 Z,,2024-12-05 01:11:40.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiOpnk7XZ8km5lG5rEwUU,EUR,50,52.9061256,EUR,47.25,49.64642623,,,EUR,2.75,2.889474543,PLN,194.6554,50.41605784,EUR,2.75
donation_000000CzEFo2LEB6mk5AAcubZCVox,disbursement_000000D1qnRPZxYBy3Y76BAkbvdnI,disbursementbatch_000000D1qnRIiVPN0sNxc5LRrxLBg,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000CZiDYdS4hEoX1ZBj3scXuPw,Organisation_Name_21,Germany,,,stripe,pi_3QUleTJnsAXlefwu0ro2CIPu,,,2024-12-11 08:53:05.746 Z,,2024-12-16 00:08:10.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDhxNz7mGLCSIBcG0KtD1a,EUR,10,10.53174587,EUR,9.21,9.677315755,,,EUR,0.79,0.8300846304,EUR,9.1438,9.966195071,EUR,0.79
donation_000000D5eDWhGmNbtjcYxSjHpYZoR,disbursement_000000D6oTZREcmo88SJ8i7nnqsI0,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000C706NjOqI1wM96NF8ITLzMY,Organisation_Name_142,Israel,,,stripe,pi_3RQlGuJnsAXlefwu0kKpTECE,,,2025-05-20 08:11:50.952 Z,,2025-05-23 00:03:03.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiX8SjjieMLhxyWdq21uu,EUR,20,22.54638516,EUR,18.72,21.16904477,,,EUR,1.28,1.447456052,USD,21.776,21.77604,EUR,1.28
donation_000000D4vSRXi2Y8EDA3gETWFkPSS,disbursement_000000D5blSklepYQ8R11Zx7e93B1,disbursementbatch_000000D5blSklepYQ8R11Zx7e939k,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000C6zmp0iNF3IQqmzNhBvpZav,Organisation_Name_44,Italy,,,stripe,pi_3RKEroJnsAXlefwu1eHd3271,subscription_000000CwPxRCqv9aSF7wmARxrU4bw,,2025-05-02 08:22:49.866 Z,,2025-05-08 00:12:25.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiWuimPj09gf9HXK8w9X7,EUR,50,56.61744095,EUR,47.25,53.69256119,,,EUR,2.75,3.124963879,EUR,47.25,54.00986687,EUR,2.75
donation_000000D64BREqOPU0UjJX3DwukqNI,disbursement_000000D6oTZREcmo88SJ8i7nnqsHY,disbursementbatch_000000D6oTZKNAdzAxI9ecIV3sZge,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCJsFXyzCjKluHzd2I76,Subsidiary_Name_2,organisation_000000C2rgpdZ0vPVx1VUxZ4gQO9d,Organisation_Name_65,United Kingdom,fundraiser_000000D3vKPnp9H1sxWyOTNTu7Nyq,,stripe,pi_3RUXsZJnsAXlefwu1qiUw4kR,,,2025-05-30 18:44:20.781 Z,,2025-06-04 00:19:24.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiE69cE0jXqedIrw5bC7i,EUR,50,56.70991171,EUR,47.25,53.85534924,,,EUR,2.75,3.13486737,GBP,40.3017,54.86214956,EUR,2.75
donation_000000D5GIZACDRxabFm0MTTJ1bVd,disbursement_000000D5blSklepYQ8R11Zx7e93BJ,disbursementbatch_000000D5blSklepYQ8R11Zx7e939k,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000CDyML85ueQGyKRCP3aHUYfR,Organisation_Name_104,Germany,,,stripe,pi_3RNHADJnsAXlefwu1lb2Z2VY,subscription_000000CzCY1h4rdWEJ4oTtSLkWEvw,,2025-05-10 17:26:22.944 Z,,2025-05-15 00:15:12.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDhsjm3nkFdZrnfVJC2cTe,EUR,50,56.27524636,EUR,47.25,52.98450361,,,EUR,2.75,3.083754178,EUR,47.25,54.00986687,EUR,2.75
donation_000000D2IClMQNP3D3okhBRmt6TKt,disbursement_000000D3gNJ22T4gq4715jHlkEjrm,disbursementbatch_000000D3gNIvB0vrsswrbdST0GRHM,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQjhgnwNtUG07IN0ahM,Subsidiary_Name_5,organisation_000000C70NSAEYzLzHA98561N6Xtk,Organisation_Name_84,Canada,,,stripe,pi_3QwRrwJnsAXlefwu0pulQ1Us,,,2025-02-25 17:24:59.152 Z,,2025-02-28 00:02:36.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDicKz3kgXXSMNb1r9z4Y8,EUR,50,52.46808925,EUR,47.25,49.50390678,,,EUR,2.75,2.88117976,CAD,74.381,53.65776938,EUR,2.75
donation_000000D0A4AJ7MEpc4HYP5Rqxnot3,disbursement_000000D0q0MMcQSJOGG99VE1SVZNw,disbursementbatch_000000D0q0MFkyJUR55zfPOiiXGng,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,fundraiser_000000CxIXdN55bEnZbXTUyC3wbhY,,stripe,pi_3QdBzLDDCXaSYWFr0sq6wHdX,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-01-03 14:37:52.242 Z,,2025-01-07 13:02:33.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,24.81820316,AUD,36.94,23.18472723,,,AUD,2.21,1.387066789,AUD,36.94,23.42021082,GBP,1.105922374
donation_000000D1PI2b4jCx9f33Flc9whqw2,disbursement_000000D1xYVJqynm3GWT0n3RTF8j3,disbursementbatch_000000D1xYVCzWex65MJWhE8jGq82,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,,,stripe,pi_3QoRhzDDCXaSYWFr0Ui5uaki,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-02-03 15:37:17.677 Z,,2025-02-05 13:01:21.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,24.63751579,AUD,37.2,23.3725552,,,AUD,2.23,1.401096723,AUD,37.2,23.1324539,GBP,1.117823176
donation_000000D2Wwh5klz2Kspr1TDvTpAGa,disbursement_000000D37l4ZDG9teva1lzSQWO4ZG,disbursementbatch_000000D37l4SLo14hkPsHtd7mPlya,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,,,stripe,pi_3Qyb3GDDCXaSYWFr00MHQUSh,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-03-03 15:37:12.139 Z,,2025-03-05 13:01:50.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,25.31965643,AUD,37.67,23.65566758,,,AUD,2.25,1.41293475,AUD,37.67,23.782464,GBP,1.101707727
donation_000000D3P8GQVe59VhAzeFviOlT19,disbursement_000000D4sjf5686dg22lRl9LJLR8g,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704OK5jdfeaYWARWFhvlIp,Organisation_Name_94,Australia,,,stripe,pi_3R6UdFDDCXaSYWFr1WQHZxwH,,,2025-03-25 10:23:12.652 Z,,2025-03-26 13:00:50.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiBRSioHpDuyz30gIG05e,GBP,100,129.4414363,AUD,191.35,120.9628819,,,AUD,10.17,6.429017554,AUD,191.35,122.6107253,GBP,4.984482347
donation_000000D3WmLp8u8kMFs6Uc3VAZqBY,disbursement_000000D4sjf5686dg22lRl9LJLR8g,disbursementbatch_000000D4sjeyEfxoiqsbxfK2ZN8Xg,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704OK5jdfeaYWARWFhvlIp,Organisation_Name_94,Australia,,,stripe,pi_3R7bifDDCXaSYWFr1q9iHTBL,,,2025-03-28 12:09:20.711 Z,,2025-03-31 13:00:57.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiBRSioHpDuyz30gIG05e,GBP,450,581.8086829,AUD,862.73,539.226389,,,AUD,44.76,27.97604485,AUD,862.73,552.8087331,GBP,21.59611197
donation_000000D3m46bpUK6LI0MKT19vaUhJ,disbursement_000000D4WfJJXJHTR9Zp4QsBZNNkC,disbursementbatch_000000D4WfJCfr8eTyPfaL2spP59M,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,,,stripe,pi_3R9ppbDDCXaSYWFr05coOV70,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-04-03 15:37:32.831 Z,,2025-04-07 14:02:52.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,26.35011095,AUD,38.28,23.10686818,,,AUD,2.28,1.376271146,AUD,38.28,24.47022449,GBP,1.073106261
donation_000000D4yhAxGA3vtddWS8dIlpQmb,disbursement_000000D5bk0KOO9eKUOn6zWb4DhRh,disbursementbatch_000000D5bk0KOO9eKUOn6zWb4DhRI,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,,,stripe,pi_3RKi7RDDCXaSYWFr07dBHf29,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-05-03 15:36:54.772 Z,,2025-05-06 14:02:17.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,26.53469779,AUD,38.12,24.63741531,,,AUD,2.27,1.467128351,AUD,38.12,24.58038152,GBP,1.097309419
donation_000000D6Doa8kX46nDFnNYaGyP0Cg,disbursement_000000D6oSDJzVfRJXohFyi9Ei0FW,disbursementbatch_000000D6oSDJzVfRJXohFyi9Ei0Ey,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,,,stripe,pi_3RVwtiDDCXaSYWFr1uzoygYt,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-06-03 15:37:11.491 Z,,2025-06-05 14:02:32.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,27.01315015,AUD,38.76,25.23059325,,,AUD,2.31,1.499736904,AUD,38.76,25.32389413,GBP,1.108212948
donation_000000D7QRlLdl6PZ9B1zNRLRemDF,disbursement_000000D811mxKQxZFaCRsTqRzzf2a,disbursementbatch_000000D811mqSyokIP2IOO19G1MRI,foundation_000000CS58uchzd01CInAFMQI8WG1,Foundation_Name_1,partner_000000CBRzAHRM9WxOQCLvDOxYEIC,Partner_Name_1,subsidiary_000000CwBmCQj551MGyv5JB5b2Pa4,Subsidiary_Name_1,organisation_000000C704H83EOFbsuZcKjbViHFy,Organisation_Name_130,Australia,,,stripe,pi_3RgpCYDDCXaSYWFr1MhWowjw,subscription_000000D0A4AJ7MEpc4HYP5Rqxnosy,,2025-07-03 15:37:35.721 Z,,2025-07-07 14:02:12.000 Z,,,hosted,unable_to_pay,pass,unable_to_pay,,,,account_000000CvDiLIDAVmW5pL1uzIUxxLI,GBP,20,27.31904026,AUD,38.52,25.04453366,,,AUD,2.3,1.49539012,AUD,38.52,25.1514806,GBP,1.098139951
donation_000000CufDbEzOdO5rr1Uj3B7cYm1,disbursement_000000CuhBgyg11X3cyQJfdfzLuhK,disbursementbatch_000000CuhBgroYsi6RoGpZoNFNc4O,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CHE3yv4NGfwYeZnC4A4n7Ym,Partner_Name_7,,,organisation_000000C70NFKDuU1GOAOpB6xMHm2e,Organisation_Name_29,Canada,,,,,,,2024-08-01 00:00:00.000 Z,,2024-08-18 11:00:00.000 Z,,,direct,unable_to_pay,pass,unable_to_pay,,2024-08-19 14:18:32.334 Z,Selfle-20240818-df,,USD,150,150,USD,150,150,USD,150,,,,CAD,200.175,148.5650018,,
donation_000000D6c7ooKxox1qitqDBm965ze,disbursement_000000D6oTJpgO56HV1X3wgrI9jZX,disbursementbatch_000000D6oTJiovwHKJrNZqrYYBQzC,foundation_000000CS58uchzd01CInAFMQI8WG0,Foundation_Name_2,partner_000000CYCAVbXegE0Gt7BOtXF4lzE,Partner_Name_2,,,organisation_000000C6zjhD4a5zw96u4notZqhdy,Organisation_Name_88,United States,,,,,,,2025-06-09 00:00:00.000 Z,,2025-06-13 10:10:35.101 Z,,,direct,unable_to_pay,pass,unable_to_pay,,2025-06-13 10:10:17.801 Z,HSBCSi-20250612-wt,,USD,6,6,USD,6,6,USD,6,,,,USD,6,6,,
donation_000000CypUmPWRUbKcF8LfRXKMQGG,disbursement_000000CzH680jPzdGnfDnHVY7repR,disbursementbatch_000000CzH67n0VhzMRKup5qwdv3bM,foundation_000000CaH6Vjf2Izr4waRUN4H8Hya,Foundation_Name_3,partner_000000Cg6Ca9HPY51Yk5R8SztVZAm,Partner_Name_6,,,organisation_000000C6zmXIlkTYZceJKLIpIDc1c,Organisation_Name_20,United States,,,,,,,2024-12-01 10:00:52.652 Z,,2024-12-02 10:09:21.638 Z,,,direct,unable_to_pay,pass,unable_to_pay,,2024-12-02 10:07:43.126 Z,Millie-20241201-e8,,USD,24.45,24.45,USD,24.45,24.45,USD,24.45,,,,USD,24.45,24.45,,
